shdon,loaihd,tthai,tgtcthue,tdlap,nbten,nmten
1383,banra,1,722222.00,2025-12-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN ĐIỆN GIA LAI
1384,banra,1,185185.00,2025-12-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CÀ PHÊ GIA LAI
1385,banra,1,1601852.00,2025-12-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN HÙNG PHÚ GIA LAI
1376,banra,1,870370.00,2025-11-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN THIẾT KẾ XÂY DỰNG KIẾN XANH GIA LAI
1377,banra,1,12953704.00,2025-11-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN KINH DOANH VÀ PHÁT TRIỂN MIỀN NÚI GIA LAI
1378,banra,1,2768519.00,2025-11-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV THU THẮNG
725,muavao,1,3490909.00,2024-01-25 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TIN HỌC ANH PHƯƠNG A.P.C.O.M,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
84,muavao,1,7180000.00,2024-01-25 17:00:00,CÔNG TY CỔ PHẦN ĐẦU TƯ & THƯƠNG MẠI ĐẠI PHÁT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
9890,muavao,1,19000.00,2024-01-21 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
22,muavao,1,2991818.00,2024-01-21 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
524,muavao,1,8536364.00,2024-01-16 17:00:00,CÔNG TY TNHH PHƯƠNG KHANG COMPUTER,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
11,muavao,1,6302727.00,2024-01-12 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
48,muavao,1,1718519.00,2024-01-10 17:00:00,Công Ty TNHH Công Nghệ Và Thương Mại Mai Khanh,Công Ty TNHH Một Thành Viên Huy Vũ
31,muavao,1,9545455.00,2024-01-07 17:00:00,CÔNG TY TNHH XUẤT NHẬP KHẨU LÊ TRẦN GIA,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1373,banra,1,20731482.00,2025-11-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1374,banra,1,898148.00,2025-11-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,VĂN PHÒNG HĐND VÀ UBND PHƯỜNG HỘI PHÚ
1392,banra,1,7129630.00,2025-12-03 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH PETROLIMEX PLEIKU - CÔNG TY TNHH MTV PETROLIMEX GIA LAI
1375,banra,1,601852.00,2025-11-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH MIỀN TRUNG - CÔNG TY TNHH MỘT THÀNH VIÊN TRẮC ĐỊA BẢN ĐỒ
143255,muavao,1,407701.00,2025-12-01 17:00:00,VIỄN THÔNG GIA LAI - TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Công Ty TNHH MTV Huy Vũ
143256,muavao,1,146135.00,2025-12-01 17:00:00,VIỄN THÔNG GIA LAI - TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Công Ty TNHH MTV Huy Vũ
143341,muavao,1,161359.00,2025-12-01 17:00:00,VIỄN THÔNG GIA LAI - TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Công Ty TNHH MTV Huy Vũ
111544,muavao,1,49544444.00,2025-12-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
16,muavao,1,12754545.00,2024-01-07 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC GIA ADG TẠI ĐÀ NẴNG,Công Ty TNHH Một Thành Viên Huy Vũ
919,muavao,1,32428.00,2024-01-02 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
118,banra,1,627273.00,2024-01-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘ KINH DOANH PHAN VĂN MINH
117,banra,1,1360000.00,2024-01-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH TƯ VẤN THIẾT KẾ THIÊN Ý
115,banra,1,863636.00,2024-01-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH XÂY DỰNG CÔNG NÔNG NGHIỆP THADICO
98,banra,1,3809091.00,2024-01-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Trung đoàn 52, Sư đoàn 320"
111505,muavao,1,3148148.00,2025-12-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
407,muavao,1,69351852.00,2025-12-01 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
104606,muavao,1,249636.00,2025-12-01 17:00:00,VIỄN THÔNG GIA LAI - TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Công Ty TNHH MTV Huy Vũ
77933,muavao,1,233636.00,2025-12-01 17:00:00,VIỄN THÔNG GIA LAI - TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Cửa Hàng Máy Tình Trường Sơn
78065,muavao,1,20600.00,2025-12-01 17:00:00,VIỄN THÔNG GIA LAI - TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Công Ty TNHH MTV  Huy Vũ
78066,muavao,1,24545.00,2025-12-01 17:00:00,VIỄN THÔNG GIA LAI - TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Công Ty  TNHH MTV Huy Vũ
78099,muavao,1,20000.00,2025-12-01 17:00:00,VIỄN THÔNG GIA LAI - TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Công Ty TNHH MTV Huy Vũ
78131,muavao,1,40364.00,2025-12-01 17:00:00,VIỄN THÔNG GIA LAI - TẬP ĐOÀN BƯU CHÍNH VIỄN THÔNG VIỆT NAM,Công Ty TNHH MTV Huy Vũ
405,muavao,1,3500000.00,2025-11-30 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
6536,muavao,1,11737963.00,2025-11-30 17:00:00,CÔNG TY TNHH CÔNG NGHỆ DSS ĐÀ NẴNG,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
7720,muavao,1,15386109.00,2025-12-01 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUỐC VIỆT,Công Ty TNHH Một Thành Viên Huy Vũ
102345,muavao,1,18801818.00,2024-02-28 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,CÔNG TY TNHH MTV HUY VŨ
113,banra,1,3272727.00,2024-01-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH HG AGRI
112,banra,1,4545455.00,2024-01-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,PHÒNG CHÍNH TRỊ - SƯ ĐOÀN 320
111,banra,1,4863636.00,2024-01-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN QUẢN LÝ RỪNG PHÒNG HỘ ĐAK ĐOA
110,banra,1,363636.00,2024-01-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV ĐỒNG TÂN CHƯ SÊ
109,banra,1,3590909.00,2024-01-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH 716 THUỘC TỔNG CÔNG TY 15
108,banra,1,20636364.00,2024-01-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT
107,banra,1,3600000.00,2024-01-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,UỶ BAN NHÂN DÂN XÃ IA GRĂNG
106,banra,1,3745455.00,2024-01-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,SỞ CHỈ HUY TIỀN PHƯƠNG QUÂN KHU 5
105,banra,1,390909.00,2024-01-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG THCS NGUYỄN CHÍ THANH
104,banra,1,445455.00,2024-01-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN THIẾT BỊ VÀ CÔNG NGHỆ GM VIỆT NAM
103,banra,1,99690909.00,2024-01-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ HÀ VŨ
102,banra,1,318182.00,2024-01-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN ĐIỆN GIÓ IA BANG
101,banra,1,760000.00,2024-01-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TRUNG HỌC CƠ SỞ  THỊ TRẤN PHÚ HÒA
100,banra,1,1418182.00,2024-01-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN PHƯƠNG GIANG GIA LAI
99,banra,1,227273.00,2024-01-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH DỊCH VỤ BẢO VỆ AN NINH NHÂN VIỆT TC
7899,muavao,1,120000.00,2024-02-28 17:00:00,NGAN HANG TMCP PHAT TRIEN THANH PHO HO CHI MINH,CONG TY TNHH MOT THANH VIEN HUY VU
96,banra,1,3545456.00,2024-01-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỢP TÁC XÃ NÔNG NGHIỆP CÔNG NGHỆ CAO FP - FORPEASANTZ
95,banra,1,118182.00,2024-01-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN HỌC VIỆN CAFE VIỆT NAM VCA
94,banra,1,4463636.00,2024-01-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ĐỒN BIÊN PHÒNG CỬA KHẨU LỆ THANH
93,banra,1,17600000.00,2024-01-25 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỢP TÁC XÃ NÔNG NGHIỆP CÔNG NGHỆ CAO FP - FORPEASANTZ
92,banra,1,1681818.00,2024-01-25 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN THỦY ĐIỆN ĐỨC NHÂN - ĐĂKPSI
91,banra,1,1863636.00,2024-01-25 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘ KINH DOANH PHAN VĂN MINH
90,banra,1,7681818.00,2024-01-25 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI DỊCH VỤ KỸ THUẬT VI TÍNH THUẬN PHÁT GIA LAI
89,banra,1,236364.00,2024-01-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN TRIỆU HẢI GIA LAI
88,banra,1,863636.00,2024-01-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH GIA LAI - CÔNG TY TNHH MỘT THÀNH VIÊN CÀ PHÊ 15
87,banra,1,800000.00,2024-01-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY VĂN PHÒNG PHƯƠNG NAM
86,banra,1,3536365.00,2024-01-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY VĂN PHÒNG PHƯƠNG NAM
85,banra,1,2045455.00,2024-01-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH THƯƠNG MẠI SÀI GÒN – GIA LAI
84,banra,1,4000000.00,2024-01-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ĐINH THANH HẢI
83,banra,1,281818.00,2024-01-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CỬA HÀNG MÁY VĂN PHÒNG HBT
82,banra,1,1900000.00,2024-01-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,UỶ BAN NHÂN DÂN XÃ ĐĂK DJRĂNG
12489,muavao,1,19000.00,2024-01-25 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
80,banra,1,17477273.00,2024-01-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN THƯƠNG MẠI HƯNG PHÁT
79,banra,1,20454545.00,2024-01-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN QUẢN LÝ DỰ ÁN / QUÂN ĐOÀN 3
78,banra,1,21360000.00,2024-01-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY PHÁT TRIỂN THỦY ĐIỆN SÊ SAN - CHI NHÁNH TẬP ĐOÀN ĐIỆN LỰC VIỆT NAM
77,banra,1,13772727.00,2024-01-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN AN TƯỜNG LỘC PHÁT
76,banra,1,1563637.00,2024-01-19 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘ KINH DOANH PHAN VĂN MINH
75,banra,1,11263636.00,2024-01-19 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIỀN TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG ĐÔNG PHƯƠNG
74,banra,1,318182.00,2024-01-19 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BƯU ĐIỆN TỈNH GIA LAI
73,banra,1,318182.00,2024-01-18 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN THỦY ĐIỆN HOÀNG ANH TÔNA
72,banra,1,30909091.00,2024-01-18 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ HÀ VŨ
71,banra,1,2163636.00,2024-01-18 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN PHÁT THÀNH LỘC GIA LAI
70,banra,1,19545455.00,2024-01-18 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN QUẢN LÝ DỰ ÁN / QUÂN ĐOÀN 3
69,banra,1,1772727.00,2024-01-18 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XĂNG DẦU BẮC TÂY NGUYÊN
68,banra,1,590909.00,2024-01-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN XÂY DỰNG 711
67,banra,1,2527273.00,2024-01-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN SẢN XUẤT KINH DOANH LÂM SẢN GIA LAI
673758,muavao,1,19090910.00,2024-12-30 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,CÔNG TY TNHH MTV HUY VŨ
3253,muavao,1,8000.00,2024-02-28 17:00:00,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
2910,muavao,1,44081826.00,2024-02-28 17:00:00,CÔNG TY CỔ PHẦN TIN HỌC VIẾT SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN  HUY VŨ
65,banra,1,2472728.00,2024-01-15 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV ĐỒNG TÂN CHƯ SÊ
64,banra,1,136364.00,2024-01-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,VĂN PHÒNG LUẬT SƯ HỨA HOÀNG GIA
62,banra,1,2163636.00,2024-01-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH NÔNG NGHIỆP HOÀNG MINH
61,banra,1,2670000.00,2024-01-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TRƯỜNG PHỔ THÔNG NGUYỄN VĂN LINH GIA LAI
60,banra,1,580000.00,2024-01-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘ KINH DOANH PHAN VĂN MINH
59,banra,1,2204545.00,2024-01-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘ KINH DOANH PHAN VĂN MINH
58,banra,1,15313636.00,2024-01-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY THUỶ ĐIỆN IA LY (CHI NHÁNH THUỘC TẬP ĐOÀN ĐIỆN LỰC VIỆT NAM)
57,banra,1,15500000.00,2024-01-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TIỂU HỌC TRẦN QUÝ CÁP
56,banra,1,1379630.00,2024-01-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT QUỐC VƯỢNG
55,banra,1,1818182.00,2024-01-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TRƯỜNG SƠN 145
54,banra,1,290909.00,2024-01-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH PHÁT TRIỂN DU LỊCH LA MIA
53,banra,1,5190000.00,2024-01-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐIỆN SÊ SAN 3A
52,banra,1,700000.00,2024-01-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐIỆN SÊ SAN 3A
35,banra,1,19565455.00,2024-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CHÈ BIỂN HỒ
549,muavao,1,4450000.00,2024-02-28 17:00:00,CÔNG TY TNHH GIẢI PHÁP FINGERTAS,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
133368,muavao,1,70000.00,2024-02-27 17:00:00,Viettel Gia Lai- Chi nhánh Tập đoàn Công nghiệp - Viễn thông Quân đội,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
50,banra,1,14945455.00,2024-01-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘI CỰU CHIẾN BINH TỈNH GIA LAI
49,banra,1,8718182.00,2024-01-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH TIN HỌC QUANG ANH GL
48,banra,1,1590909.00,2024-01-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN THỦY ĐIỆN GIA LAI
47,banra,1,5272728.00,2024-01-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN LÂM NGHIỆP ĐĂK ROONG
45,banra,1,2636364.00,2024-01-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Công ty TNHH Red River Foods Việt Nam
44,banra,1,327273.00,2024-01-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN GIA NGUYỄN TIẾN
43,banra,1,14263636.00,2024-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH THƯƠNG MẠI VÀ XÂY DỰNG GIA HUY - GIA LAI
42,banra,1,25740000.00,2024-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY PHÁT TRIỂN THỦY ĐIỆN SÊ SAN - CHI NHÁNH TẬP ĐOÀN ĐIỆN LỰC VIỆT NAM
41,banra,1,1409091.00,2024-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CƠ QUAN THƯỜNG TRỰC BÁO QUÂN ĐỘI TẠI GIA LAI
40,banra,1,290909.00,2024-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG MẦM NON THỊ TRẤN IALY
39,banra,1,28636364.00,2024-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH GIA LAI - CÔNG TY TNHH MỘT THÀNH VIÊN CÀ PHÊ 15
38,banra,1,500000.00,2024-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,QUỸ TÍN DỤNG NHÂN DÂN THỊ TRẤN  IAKHA
37,banra,1,1181818.00,2024-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN HẬU CẦN 28 SANG AN GIA LAI
36,banra,1,3636364.00,2024-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ĐINH THANH HẢI
28222,muavao,1,19000.00,2024-02-27 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
1180,muavao,1,6072728.00,2024-02-27 17:00:00,CÔNG TY TNHH PHÂN PHỐI PHƯƠNG VIỆT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
33,banra,1,1363636.00,2024-01-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG THPT TRẦN PHÚ
32,banra,1,7900000.00,2024-01-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN HỒNG SINH PHÁT GIA LAI
31,banra,1,5590909.00,2024-01-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘI CỰU CHIẾN BINH TỈNH GIA LAI
30,banra,1,2300000.00,2024-01-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI ĐẦU TƯ XÂY DỰNG NAM VIỆT
29,banra,1,318182.00,2024-01-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CẤP NƯỚC SÀI GÒN - PLEIKU
28,banra,1,13636364.00,2024-01-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI CỤC THI HÀNH ÁN DÂN SỰ HUYỆN ĐAK ĐOA
27,banra,1,327273.00,2024-01-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN GIA NGUYỄN TIẾN
26,banra,1,818182.00,2024-01-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,PHÒNG QUẢN LÝ ĐÔ THỊ THÀNH PHỐ PLEIKU
24,banra,1,2800000.00,2024-01-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN ĐẦU TƯ XÂY DỰNG ĐIỆN PHAN VŨ
